T=2.20000e+00  B=0.00000e+00  ns=40000  E_exact=-1.54649e+00  M_exact=7.84755e-01
     E           M        
-1.54480e+00  7.73950e-01
-1.54430e+00  7.76350e-01
-1.54700e+00  7.81700e-01
-1.55400e+00  7.75950e-01
-1.53620e+00  7.62100e-01
-1.54270e+00  7.60900e-01
-1.54070e+00  7.54350e-01
-1.55810e+00  7.75650e-01
-1.53800e+00  7.60000e-01
-1.56490e+00  7.86400e-01
-1.56040e+00  7.98850e-01
-1.54180e+00  7.66200e-01
-1.53470e+00  7.58950e-01
-1.52880e+00  7.33500e-01
-1.55230e+00  7.44200e-01
-1.53650e+00  7.48900e-01
-1.55420e+00  7.65600e-01
-1.55410e+00  7.70600e-01
-1.54540e+00  7.72200e-01
-1.55510e+00  7.76350e-01
-1.55500e+00  7.87450e-01
-1.54810e+00  7.84100e-01
-1.57550e+00  8.11000e-01
-1.54790e+00  8.00650e-01
-1.56060e+00  7.90350e-01
-1.54430e+00  7.74800e-01
-1.56020e+00  7.81250e-01
-1.55390e+00  7.88700e-01
-1.54440e+00  7.86050e-01
-1.55910e+00  7.91100e-01
-1.57130e+00  8.06100e-01
-1.56570e+00  7.99700e-01
-1.56770e+00  7.96150e-01
-1.56040e+00  7.76750e-01
-1.55760e+00  7.77150e-01
-1.54440e+00  7.57700e-01
-1.57830e+00  8.00150e-01
-1.55690e+00  7.76150e-01
-1.53290e+00  7.39100e-01
-1.54950e+00  7.45350e-01
-1.55450e+00  7.55550e-01
-1.54010e+00  7.61550e-01
-1.57870e+00  7.81750e-01
-1.55780e+00  7.90350e-01
-1.53340e+00  7.69850e-01
-1.54020e+00  7.65400e-01
-1.54190e+00  7.81600e-01
-1.53400e+00  7.74550e-01
-1.54090e+00  7.71250e-01
-1.55660e+00  7.83850e-01
-1.55710e+00  7.80800e-01
-1.53710e+00  7.65150e-01
-1.55290e+00  7.76400e-01
-1.56520e+00  7.86100e-01
-1.56250e+00  7.74300e-01
-1.56610e+00  7.83650e-01
-1.57450e+00  7.76400e-01
-1.53330e+00  7.57900e-01
-1.54160e+00  7.51800e-01
-1.53970e+00  7.55700e-01
-1.55050e+00  7.61650e-01
-1.56670e+00  7.83900e-01
-1.54680e+00  7.66300e-01
-1.53770e+00  7.65800e-01
-1.55230e+00  7.84500e-01
-1.56530e+00  7.88250e-01
-1.53270e+00  7.46600e-01
-1.54990e+00  7.72650e-01
-1.54410e+00  7.68800e-01
-1.55920e+00  7.85050e-01
-1.55430e+00  7.73900e-01
-1.54050e+00  7.73700e-01
-1.55750e+00  7.81550e-01
-1.57280e+00  8.05000e-01
-1.54030e+00  7.80350e-01
-1.55670e+00  7.89600e-01
-1.55090e+00  7.87400e-01
-1.54640e+00  7.82650e-01
-1.56440e+00  7.94250e-01
-1.54990e+00  7.78600e-01
-1.53070e+00  7.70600e-01
-1.56820e+00  7.85550e-01
-1.53180e+00  7.61500e-01
-1.55080e+00  7.60800e-01
-1.53850e+00  7.57500e-01
-1.54870e+00  7.76450e-01
-1.56540e+00  7.95900e-01
-1.54380e+00  7.74100e-01
-1.56100e+00  7.84550e-01
-1.55940e+00  7.80100e-01
