lattice_sizes,block sizes,gputime,gputime_tot,diff,cputime,savetime
512x512,64x64,0.045056,3.02278,0,915702,302933
512x512,128x128,0.037056,2.2681,0,915702,302933
512x512,256x256,0.03808,2.30298,0,915702,302933
512x512,512x512,0.037952,2.31798,0,915702,302933
