lattice_sizes,block sizes,gputime,gputime_tot,diff,cputime,savetime
4x4,2x2,0.499392,0.794144,0,0.018848,0.0237337
4x4,4x4,0.636416,0.941568,0,0.01904,0.0202216
16x16,2x2,18.6063,18.9044,0,13.7034,0.724882
16x16,4x4,17.5103,17.808,0,13.8018,0.775035
