lattice_sizes,block sizes,gputime,gputime_tot,diff,cputime,savetime
512x512,64x64,0.04592,2.39827,0,975479,406742
512x512,32x32,27156.1,27157.8,-1,-1,-1
512x512,128x128,0.029184,2.01072,-1,-1,-1
512x512,256x256,0.029184,2.05885,-1,-1,-1
512x512,512x512,0.028928,2.04144,-1,-1,-1
